"student_spending","hours_study","social_outings","fin_lit","living_arr","funding","distance"
2799.78543711735,30.5091220328007,2,74.8358688029458,"Off-campus",0,10.2980120204332
1893.11041060819,29.4313412283007,6,57.2421253418092,"On-campus",0,0.263671457406114
3310.73153368268,24.5047063153862,6,62.4564211026984,"Off-campus",0,5.50372455371718
3485.30713274458,22.5522986900807,5,63.2540451621658,"Off-campus",1,12.1888642203584
4333.01638464587,21.9562319919009,9,70.9391645131448,"Apartment",1,7.3277630586877
3172.56136793675,19.4423441686359,4,76.6707061053703,"Apartment",0,8.03806356985953
3597.2652404861,23.3366617758432,6,64.1874122540945,"Apartment",0,9.66896089591201
3478.74988871917,14.8768291874539,8,58.8574399267923,"Off-campus",0,10.5073367867231
3092.56174181581,42.3516477227081,0,80.9199469831286,"Apartment",0,12.8249725548344
3173.4586046439,34.6636959864399,5,62.4680117640838,"Off-campus",1,11.0902614744545
1892.1874837476,16.0151313343732,6,83.6677796819022,"On-campus",1,0.186989421707691
3067.53553044562,21.7769213176074,2,59.0711601357068,"Apartment",0,6.55029229873927
2345.56047265268,21.2667571710142,5,69.2088444629053,"On-campus",1,0.303451338828407
3135.88884202613,31.2397209466905,10,36.8086710863214,"On-campus",1,0.299389808574188
2787.91507252486,24.3330474682254,5,58.3141205799389,"Off-campus",0,0.716661124815712
1777.69123316411,27.026548111958,6,59.6730819005867,"On-campus",0,0.269632534274156
3501.15456803639,24.7716259572104,4,48.6248187387518,"Apartment",1,12.0582046052923
3306.68488771522,24.6570363416695,7,44.4616067336655,"On-campus",0,0.336094714339362
1653.44876539759,35.9488182721157,1,74.2223895382772,"On-campus",0,0.152675264952477
3578.68827275434,23.1938321147259,9,73.7123810089158,"Apartment",0,8.86370482491815
2848.49006480274,37.1317648354363,2,40.5190200773031,"Off-campus",0,7.36517010716861
3752.93295823742,12.6099775661582,6,66.3656819240151,"Off-campus",1,10.6874154936045
2474.70119984693,29.6769099970886,4,43.3118202006737,"On-campus",1,0.170136570975646
2529.66258337537,25.9908339507569,6,44.2339016072766,"On-campus",0,0.326502438676935
3174.87924430253,26.7275325499518,5,67.8811867239953,"Apartment",0,5.9797459120368
2260.98097425817,28.0371158620791,7,49.7096399986042,"On-campus",0,0.143639948238711
2135.56422271095,20.9814123751256,5,74.9021997318332,"On-campus",0,0.36442586560686
2360.59689776124,22.3343409306446,7,60.5778539861302,"On-campus",0,0.253337684262739
3016.68358611059,16.8513969351433,10,68.0422346367859,"On-campus",0,0.331840777484785
3114.77781767042,16.4256701881954,5,52.1455995317076,"Off-campus",0,16.9424110743186
3588.49708071922,27.4282291312341,3,42.7316799758461,"Apartment",1,3.67190485553343
2808.22939988796,28.5856782290354,3,73.7212836150413,"Off-campus",0,13.9528846728299
2034.56512408139,25.424033813844,6,63.5710723734407,"On-campus",1,0.361522864969301
2663.67283205606,32.3781397430379,3,56.4139836081794,"On-campus",1,0.214781913508887
3770.82455044251,41.4006774850172,5,61.038529898186,"Apartment",1,8.58724797089922
2805.28736770174,21.0717506715477,8,79.8886251389887,"Apartment",0,5.15679881918319
4041.35752198815,6.5266489948735,6,49.5275004806989,"Apartment",1,12.4225256031265
2949.33406273866,33.0459081956981,1,48.7588733330523,"Apartment",1,4.45701173985762
2668.43724939426,19.3263938993409,5,50.7057742093897,"On-campus",0,0.267769149786787
4854.31265515499,19.4959310682611,6,36.225130976852,"Off-campus",1,9.61055674125855
2961.34498069413,33.2045709575736,4,72.2944220625561,"Off-campus",1,12.3049527857407
3300.51553994413,22.7218159435919,7,62.8855447011637,"Off-campus",1,5.61381427404603
3349.08279392182,15.2342583019637,6,63.1075796132689,"Off-campus",1,5.6760494880919
3309.78878034115,26.4504278379932,3,59.3497896847847,"On-campus",1,0.329037160203912
2644.321744953,23.8888691004876,4,52.3475933786384,"Apartment",0,9.22274062205735
4054.48656462157,25.0461134871991,8,47.6487207933566,"Apartment",0,13.495993416009
1439.29145166736,28.0822432090106,5,72.7778460493901,"On-campus",0,0.241540905986175
3558.8096367818,22.0347197456607,5,38.6072299061977,"Off-campus",1,8.57936015739059
2859.09701980647,30.1550123881507,1,66.6044841294812,"Off-campus",1,11.3704793756618
2401.02929117256,23.23610750545,6,48.1108252386347,"On-campus",1,0.292303843241033
3888.73686799251,27.6542557113256,2,64.234653218182,"Off-campus",1,12.3718875851164
2075.72728093077,33.7747121051948,2,48.8896421671477,"On-campus",0,0.12491557223988
4942.81550255367,28.4814519266704,5,52.1498747597395,"Apartment",1,9.35258948549149
2889.97016643372,22.3925473157502,5,86.5404887554052,"Off-campus",1,1.17261694554908
2892.80140227888,34.1904609476087,2,70.0242392840027,"Apartment",1,8.98579703282669
2592.51015701724,32.948030847697,5,27.8265446358651,"On-campus",1,0.226096251649718
1687.25581937527,29.3871756760646,0,61.8961862415048,"On-campus",0,0.129664906653206
3519.00724421057,26.9098538808915,7,53.2228059561416,"Apartment",1,0.970178199734161
3113.46681499626,19.976751391685,8,42.950607183335,"On-campus",1,0.320200942304861
3290.59384944941,35.8852195882401,2,63.1467883564679,"Apartment",0,4.89533236026286
3850.16160015367,20.197923302823,6,61.9494827402904,"Apartment",0,10.2190986119519
1829.51194956766,42.4986639441326,2,55.0724014114788,"On-campus",0,0.188862088163549
1945.00710342953,37.2608850094815,3,89.5905535100618,"Off-campus",0,4.9256195925098
2695.52358447671,23.1143971271962,8,26.2696489977516,"On-campus",1,0.105931902173029
4381.59267923608,16.7886327975458,8,72.5732908091774,"Apartment",1,14.6766816386883
4852.66058233329,19.3167474904056,9,55.6646509430614,"Apartment",1,12.373921536841
2328.3142943312,27.0550696732522,6,69.8477011586907,"On-campus",1,0.15795151219274
2310.0855554994,23.026464972301,3,53.1900344904198,"On-campus",0,0.129780235318082
3378.92388581181,22.2196592048181,1,51.0920315633235,"Off-campus",0,3.08584971704119
4743.97373332551,17.3870514618799,8,34.3443050040806,"Off-campus",1,7.71219591207277
1871.27176343975,24.6397782015286,4,56.8582735759089,"On-campus",0,0.442161155776854
2818.18951517468,18.7207642443434,4,97.1811870203563,"Off-campus",1,7.1444516784399
2866.35418734888,11.6564645072949,6,74.8455331219405,"Off-campus",1,7.39842878552874
3223.99811974572,21.9581878376979,3,85.1335823374024,"Apartment",0,8.50152970492221
2656.35915176995,32.3519728724861,3,73.7244797747106,"Off-campus",0,9.71143208842609
3635.84605774989,20.3972242991329,4,77.1639406194278,"Apartment",1,9.64540271629303
1565.5376708224,29.8637145778003,5,73.5431462174866,"On-campus",0,0.245814196967605
5040.05822237393,12.0569383336867,14,67.1308864764765,"Apartment",1,7.29740706376042
3754.76469219957,24.5555042758037,3,51.2620683900449,"Apartment",1,9.1473540928199
3559.69033504363,29.1552576315477,7,52.0059789401479,"Off-campus",1,10.3629600465574
2646.29490164983,27.4092268973337,4,35.9874000543707,"On-campus",1,0.335089030229381
3291.33800953451,25.8454095531915,4,59.9127342918001,"Apartment",0,5.18939343826331
3578.87301729058,19.874351933557,4,73.4903351378507,"Apartment",0,2.52964879361608
2977.76637966417,18.2023652317313,8,75.4788383478911,"Apartment",0,5.08477100432067
4137.88663776534,16.8069696751607,4,61.4269905668313,"Off-campus",1,7.51390029742831
2686.85004951509,25.941172776801,2,51.7855857416713,"Off-campus",1,5.45917580450723
2488.79788760814,17.4202030865216,4,100,"Off-campus",0,10.3788107524823
1830.71399542926,21.0755404503947,9,71.0502829687564,"On-campus",1,0.394495717206043
1823.67253774152,22.951262462414,5,81.308629573187,"On-campus",1,0.101723869424334
3232.15385876131,39.7508960418577,0,54.9347903899901,"Off-campus",1,9.26932737919332
4418.97462116248,19.7844007864363,13,59.4306355941811,"Off-campus",1,10.1668186328718
3511.0268937341,26.8830925782789,5,66.7291064656009,"Apartment",0,6.95469204034195
2530.77720600529,25.6236867965097,3,85.1478346792244,"Off-campus",1,7.89401695213454
2846.20512491375,17.305146926959,6,55.3278818181581,"Apartment",0,6.27104677218507
1689.08181977266,24.4295353110112,4,72.804235001746,"On-campus",1,0.205503912452412
2589.75559957297,36.5564068673868,3,28.5777804851966,"On-campus",1,0.207076259610689
3947.82863759263,28.6120324246337,2,52.3911834887755,"Apartment",1,9.7008303985596
4280.71691636053,25.3298633759435,6,40.6198638485503,"Apartment",1,3.10073363065805
2410.24523786767,21.620025341283,4,76.7004407603565,"Off-campus",0,5.63814137869153
3593.6533172704,8.57402222767588,5,57.5332036757961,"Apartment",1,4.34544772344604
1943.45270296355,34.0506977073134,0,54.1443887698989,"On-campus",1,0.415182870430573
2233.16202118575,13.3148794326014,6,80.5364976929786,"On-campus",1,0.361425467962836
2774.07223525451,30.9195800870187,8,76.7440928736004,"On-campus",0,0.207513482481142
2125.46215897173,40.2728285537399,6,46.5296819479875,"On-campus",0,0.281847988553962
3271.13817311036,13.4488547122256,7,66.4179973141447,"Off-campus",1,6.9862644128695
2690.91102327662,30.6142746829977,2,41.5733314723162,"Off-campus",0,1.66040956768328
3093.91469667776,22.9024200847803,5,52.8657746368323,"Apartment",0,8.4441534700853
1676.2368709224,12.4228467268361,8,84.2486645572043,"On-campus",0,0.167570667232819
2461.02286929956,12.882658769746,8,81.7519192699566,"On-campus",1,0.143937578105286
2637.42595842243,12.1877106114033,8,76.6352813320026,"On-campus",1,0.322550546136591
4030.88888019854,20.7527478226376,5,51.4364417050451,"Off-campus",0,16.9279884404418
2648.81945448405,13.3059553200328,5,31.7785279458667,"On-campus",1,0.235595124949039
3353.72376201477,30.5033341838066,6,42.3645272396376,"On-campus",1,0.152628442311857
2800.15080391559,41.8008715242054,1,74.2883478694128,"Apartment",1,7.20597017769193
2241.82627535199,14.7037561917186,9,55.6414817075237,"On-campus",1,0.299234655315049
1523.19418080533,31.3019107798014,2,27.5608778164803,"On-campus",0,0.300254525466691
2289.28600482629,31.1523379280073,2,57.2971876842531,"On-campus",0,0.142474202277061
3118.14980636474,27.6576206316009,6,81.1535883168686,"Off-campus",1,6.27009573191183
3134.15385863698,16.9329871337839,6,69.652029607793,"Off-campus",1,6.62206117466579
2481.70236962142,24.0443791469547,8,47.6811218470587,"On-campus",0,0.287291042641075
4331.99365415794,22.756837318638,5,36.8112502190246,"Apartment",0,4.99320450561211
2979.31804190858,29.5039162657638,4,47.6017916154482,"On-campus",1,0.257734290332108
3309.49982060485,22.0204899511694,7,60.5179150698228,"Apartment",0,8.37528862263795
1358.15874211191,32.815787093485,2,73.3211055136809,"On-campus",1,0.287642358872264
4188.85463418944,22.0033531378639,4,30.9008976781462,"Off-campus",1,10.3649949397937
2409.79344332483,33.4216917246347,5,75.3480263291118,"On-campus",1,0.315382317091473
2405.20077476992,16.6065839466715,7,60.0818658988203,"On-campus",1,0.216423145762247
2848.52724270964,14.9187580419351,9,68.5466845440874,"On-campus",1,0.362934492850217
1275.00164610445,50.9283194795392,1,35.2011665514769,"On-campus",0,0.246231718822938
3044.1725958417,21.6651392947165,2,50.0001842981673,"Apartment",0,7.20463898975173
1986.85697294826,27.3858207323257,1,53.2764871610171,"On-campus",0,0.24002796306166
2999.19770413616,30.0925573922708,5,75.6583702246354,"Apartment",0,3.26475826230561
3189.62605165356,21.12975499433,7,75.4226107109312,"Apartment",1,6.67440539927324
2121.01215110299,29.1348963545089,2,66.5263568887251,"On-campus",0,0.256021043261511
3521.67488867873,27.9517162190807,8,84.0631827243583,"Off-campus",1,4.34797787726595
1952.47574338953,23.2769559388665,6,52.2688320038195,"On-campus",0,0.250483176592536
2831.90325557441,25.5223442682025,7,75.1880579066089,"Off-campus",1,0.678215516455052
2607.95155396876,24.7274619700923,4,59.4608995531392,"On-campus",1,0.152389429635025
2203.01377347098,42.0276151921294,1,49.9898685573539,"On-campus",0,0.147437294876503
2950.45726598567,19.0693112298174,6,73.8507005749626,"Apartment",0,3.3943364092811
2199.25008572228,16.2320298634027,6,80.7165049627425,"Off-campus",0,3.22827191981322
1848.76617459884,25.3023071933686,3,73.1737562427727,"On-campus",0,0.166847110045616
1558.51317638838,27.4838459955451,3,52.358948168666,"On-campus",1,0.206093722604703
1639.09204925255,28.4921878312815,0,52.9531854876735,"On-campus",1,0.268417346140025
1916.40968341952,21.3330773383112,3,80.66513770209,"On-campus",0,0.339037962557919
2599.27334396524,16.4933909282305,7,65.2923960962662,"Off-campus",0,11.203572952299
2267.32570925043,35.1054814087159,3,72.4436096898168,"Off-campus",0,10.6858141062147
3885.47874429191,22.2027968963716,5,54.9194702450354,"Apartment",0,16.1116964682638
2735.25287806668,18.075897098773,4,78.9155240469698,"Off-campus",1,6.79630278452214
1697.45217128893,23.1097634484712,6,47.8686728255671,"On-campus",0,0.342003334946981
2664.63765389088,23.4225928452116,7,69.3802728129995,"On-campus",1,0.0318041865901055
1785.14337203255,33.8793623177091,1,47.7423755164783,"On-campus",1,0.19723079226451
2896.15010366004,25.6778983375776,5,23.0613747512135,"On-campus",1,0.105885997790613
2726.2526331816,31.0324302814762,6,39.8556373398049,"On-campus",1,0.0543215215810224
2732.98592800811,21.0056638626219,1,62.0444279881524,"Off-campus",0,5.70001702995848
1795.14097575536,26.7155624766528,4,73.2438412443874,"On-campus",0,0.403823566132278
4241.71262127914,22.4025127080733,11,33.7304687535778,"Apartment",0,4.02817693604226
3553.15296206602,25.7566682253886,10,41.2286329662071,"On-campus",0,0.193722379164724
2969.96320806578,17.8370931361797,6,86.4681899486323,"Off-campus",0,10.3645620897428
3701.32129117959,14.5135877333762,4,53.491509752651,"Apartment",0,7.08555504850637
2492.22747220681,40.9777070779837,5,67.585501978959,"On-campus",1,0.321011023178385
3337.49288095374,29.8056705893793,3,52.0959701793402,"Off-campus",0,11.8055716597149
4099.32212057153,14.9898291070004,10,55.5212567227274,"Off-campus",0,7.95692769194483
3345.25969469178,20.1106726665566,5,61.3086630990786,"Apartment",0,5.75462611129198
3982.54914764989,15.5161593232215,6,60.1644276419851,"Apartment",1,7.75755967421396
3862.71443140057,42.5904827910698,2,57.111596834369,"Apartment",0,4.63069461580801
1805.15975169663,35.4993038114681,0,52.9530527228439,"On-campus",1,0.229417358221705
4922.58713518954,22.8788395464292,6,14.2820866530191,"Apartment",1,4.4082968634066
2915.50632305132,29.3455524738567,3,88.0298325050055,"Apartment",0,13.5757017811067
3378.5152041496,21.6852804166491,6,86.8563631236456,"Off-campus",1,1.94609561752385
4261.5032671447,21.1900248430754,9,43.4837738742115,"Apartment",1,9.60517654324271
3114.46983719646,18.6911772971981,5,57.4783871683505,"Apartment",0,6.04789110815636
4002.55386784946,20.2430618603239,7,80.6291295706874,"Off-campus",1,15.9485952325992
3614.46467172096,38.2072597386935,2,74.974350345783,"Apartment",1,7.06214627725076
2442.89025962108,24.5677749993165,6,79.1490242811866,"On-campus",1,0.188825777096969
2859.58150080599,25.9539618914207,6,43.9237962276031,"On-campus",1,0.183260649678551
2466.39308155957,26.9494994367927,4,98.6590214429695,"Off-campus",0,8.99068963734711
4780.55674043706,34.8598070278827,3,42.9981006034451,"Apartment",1,10.0724793414026
2956.83777176584,20.8714893524418,3,71.3087451282493,"Apartment",0,15.9896549355364
1985.07421102942,17.0599427968637,8,62.1191397066853,"On-campus",0,0.22791666902006
3118.46360215454,38.4055754592255,5,53.9443452305695,"Apartment",0,8.78569659551032
4027.72399453875,21.4706942647577,2,54.3087630272847,"Apartment",0,15.1610648759497
2038.97586384425,19.215472240481,3,45.129047812035,"On-campus",0,0.283367103166387
3212.96488341633,15.1098150489337,5,84.3398969363521,"Apartment",0,10.6013343964066
3002.44262126543,14.7222742214576,4,61.3426984164413,"On-campus",1,0.185207403527969
3642.28670551694,20.4082121656161,6,63.8882692382157,"Apartment",1,8.64442650407987
3907.04859135011,29.9438865373322,0,63.1444924959155,"Apartment",0,10.9019627658306
1427.17854955507,33.8787851114378,0,54.372438704087,"On-campus",1,0.130829111476597
2496.79988035171,30.6607068306847,1,42.9896813286743,"On-campus",0,0.290217101248522
2478.47151714819,22.090741623238,5,63.8058946452594,"On-campus",1,0.126230715943052
4187.68206073765,25.4779994990768,7,28.5954082506161,"Apartment",1,5.44106784987084
4056.97344456915,19.3632282905594,4,38.7214958574658,"Apartment",0,16.1386128757194
4565.99960359494,19.2622547074079,9,43.8540495759243,"Apartment",0,5.76440960244465
3753.06921091763,32.0772039918154,4,43.8198170599147,"Off-campus",0,6.57688235731191
2012.73449639005,16.8752593711716,8,61.6078322485062,"On-campus",1,0.16478217076357
3129.78884351574,40.6423517239397,2,83.9773132248712,"On-campus",1,0.420213970919678
5905.75027960357,24.2774432482732,10,37.2701378390255,"Apartment",1,12.6725057087569
1808.17022688865,26.7163106130337,2,66.5051403089492,"On-campus",1,0.317521307702745
2969.2813365589,19.0917783620834,4,73.4931712998156,"Off-campus",1,7.94863336277824
3407.03842761504,20.4048904818938,5,45.1570169656669,"Apartment",0,6.99625248629432
3480.85670182515,14.4638709415581,4,59.2080089771628,"Apartment",1,4.12354543837335
2531.14892520028,23.5365968930182,5,72.3541635393309,"On-campus",1,0.410352059838129
2315.58487293645,28.3518592393957,3,56.1673634617892,"On-campus",1,0.335003977821244
3897.94624240267,27.594434753291,6,56.6897347912318,"Apartment",0,11.4297892997882
3333.71004833987,18.747708103562,9,64.6159018681593,"On-campus",1,0.22851070567401
2715.39934967879,18.691024233168,6,59.0998012000009,"Apartment",0,7.6688751822228
3062.87574271464,20.9824102532571,8,51.6652066509117,"Off-campus",0,4.68862122878079
2500.27186818638,36.9684853587708,8,57.9207747080866,"On-campus",0,0.226331606050447
1781.73519553396,15.901571034674,6,88.2425968857971,"On-campus",1,0.372288074959827
2917.7854000601,23.5675872449584,4,73.1050301940904,"Off-campus",0,3.79948713713291
2136.57285539535,40.2188945734314,2,46.2810439075857,"On-campus",1,0.179815417158966
3859.88674299998,24.1922009173695,8,41.3262356650302,"Off-campus",1,11.0290467896908
2962.68443234676,14.1212743694288,8,54.6002663897609,"On-campus",0,0.12167415962468
3582.0449746719,19.6818445178075,11,79.9316205142198,"Off-campus",1,0.946033063211974
3309.45003061599,28.883679831239,5,64.3901867762543,"Off-campus",1,10.7085164681088
3830.69867929017,21.9951770266418,9,49.4774214473901,"Off-campus",1,10.0792570823122
1830.2730372333,20.5049890916017,7,73.2335185172703,"On-campus",1,0.160838621318932
2367.95647945457,22.2486621269723,7,57.9994441691566,"On-campus",1,0.337239516251344
4915.66256133376,25.7239731771138,6,43.1898225106287,"Off-campus",1,12.4822761228248
2293.14434982967,37.7880701691666,5,66.9178868131768,"On-campus",1,0.237573149618776
3511.53203941886,24.2914791028889,3,82.8621421526822,"Off-campus",1,15.7813483106353
3526.10657351418,33.6463959692121,2,66.5170244719924,"Apartment",1,11.9534507979992
4245.60671121548,30.0460329252045,5,62.8800055670839,"Apartment",1,12.8975415251431
2863.54045733212,24.0908808359509,3,50.1563530737441,"Off-campus",0,6.73952954066945
2718.53284551265,12.7367839768752,7,68.5259779630429,"On-campus",0,0.0170746537142469
2448.6988407675,20.8310614595798,8,43.9414419766442,"On-campus",0,0.185476745418247
3869.80828013159,21.0810363748922,8,35.2027646327866,"Apartment",1,9.62947634192142
2476.13344279527,25.3772354620922,5,59.3497084725937,"On-campus",0,0.139183932661947
3330.94663899539,35.4015894213346,1,59.4810974130144,"Apartment",1,8.36513421576666
1860.05833174015,43.3446317906487,2,95.4758329800422,"On-campus",0,0.136655884573581
3377.0355518412,37.3806484718702,6,41.7547903816215,"Off-campus",0,7.07212201947606
4440.06477133263,23.9347922853684,7,62.5635948502357,"Off-campus",1,15.9404471310584
4073.12196631693,10.9477808355389,10,72.0757964043329,"Apartment",1,4.2833625715791
1738.58869888968,21.8897610874261,5,75.7588926617383,"On-campus",0,0.291645613593357
3711.96594141379,25.7136577845864,9,59.8391327301101,"Off-campus",1,2.38626978475016
3435.39144645781,31.7601040325395,4,48.8511578785612,"Apartment",1,3.03708372969627
3831.35206388528,32.7002237478742,4,59.0132392219502,"Off-campus",1,6.85293919425926
3343.93104817813,30.4744754353317,5,89.0963398790574,"Apartment",1,6.43485079285169
2756.06057314209,13.8378052016043,5,67.2410851226375,"Apartment",1,5.53239374306971
2281.63313128559,31.7971443650668,4,29.3328439116289,"On-campus",0,0.20987644004872
1446.27730772704,21.4275422685822,8,81.3518869297537,"On-campus",0,0.390087647763291
2733.84888748035,26.39842160129,5,68.1075399137262,"Apartment",0,12.5360821724817
2246.42457559309,25.5964094173899,6,59.4964234224371,"On-campus",0,0.303749329892122
2676.0124432177,28.425334119764,5,59.7320456833485,"On-campus",1,0.256977475777461
2138.87442832142,25.1973998626091,5,57.753154203099,"On-campus",1,0.194849936680622
2611.60671614972,11.6601992193147,8,63.8483922143287,"Off-campus",1,0.0173905962845282
2430.45449659837,30.8919677181875,4,52.4419960044448,"Off-campus",0,1.1579347111277
1334.80134337754,28.0882125467974,4,64.1551687749001,"On-campus",0,0.346779678824769
2795.47273139782,22.8747869977742,0,46.0296596276889,"Off-campus",0,4.09433815506249
2193.62688881438,25.9451560883734,1,63.0022031291213,"On-campus",1,0.177174674157636
2910.69370728505,26.0723091629477,4,76.6025613099967,"Apartment",0,15.9569746152297
2050.89386565136,26.768155748488,5,67.638091704807,"On-campus",1,0.30185571703497
4099.17460495693,38.1267693278199,1,75.5062451467667,"Apartment",1,18.2576372024518
3433.52095758263,23.2475969685322,1,43.6369685729607,"Apartment",0,11.1059836061654
3259.22827151177,26.3445230710773,3,60.8218917670889,"Apartment",0,7.35500582064295
2144.64871772135,34.3470709845527,5,69.2587545408309,"On-campus",0,0.332678924852163
2703.7937586751,33.4334481870154,6,43.9799269840007,"On-campus",0,0.255179695256083
2442.39688438906,34.1621048830429,4,83.4872150558769,"On-campus",1,0.244157094875479
3354.81100802069,20.3802559915235,9,44.4778798352211,"On-campus",1,0.259061162071226
3045.25057742807,41.0198618423426,2,62.4677806275876,"Apartment",1,10.6658822493565
2030.31652688631,25.5336069674415,6,62.2774849553262,"On-campus",0,0.188991426845607
2302.7667642248,39.9348147576549,3,61.8250545295028,"On-campus",1,0.184463676972686
3492.98631228735,14.1927785117543,5,56.843631245348,"Apartment",1,1.78545462829636
2892.37864476645,25.1678686908339,5,66.7490518071931,"Apartment",1,9.30561068711832
3385.84372626628,34.9993165677537,5,44.5325326215381,"Apartment",0,7.14155211174201
4135.13574144959,19.2780625022176,5,40.6595371766517,"Apartment",0,6.78416677140267
3647.33145408001,18.9784882542581,5,50.1814704283013,"Off-campus",0,16.7366929135691
2597.81200496357,17.4916903711448,5,59.1401384422833,"Off-campus",0,11.4787651328742
3157.92098217402,16.5798937652901,9,78.8512173053557,"Off-campus",0,7.08637518525071
2898.65054534268,21.5027237345568,7,83.8118120979681,"Apartment",0,0.386214321906724
3239.52992614313,27.6494333836719,6,64.7922219381712,"Off-campus",0,6.85343411710498
4054.84310961447,8.88631601663424,6,65.7238743403972,"Off-campus",0,11.9615556804007
1764.88563904895,26.6958434669783,7,56.3453267454083,"On-campus",0,0.328511853104356
3241.58412089485,34.8934003713326,1,60.7207962607955,"Apartment",1,9.08842947206207
2073.97821743033,41.3005921459235,2,38.9318120834731,"On-campus",0,0.269211496387668
2746.48091340198,35.4094079376047,4,64.3490059334365,"Apartment",1,7.3239600511407
2638.85115258868,31.0541981103677,1,51.9666962655938,"Off-campus",0,6.61679189913296
2202.94060995501,11.1861568070854,9,65.0201815965082,"On-campus",0,0.310218981352026
3085.29438153337,20.1879463359457,5,54.8102799126825,"On-campus",0,0.264149455835015
1100.68211811971,22.1836283473391,5,50.0757639774533,"On-campus",0,0.380181266697034
4196.64875555127,30.6281912220552,6,56.7133293479693,"Off-campus",1,11.0412045697562
2497.58693493879,24.1546293279698,4,54.4964263404944,"On-campus",0,0.23646925939506
3593.54355080718,14.9308109755186,5,76.4186731176355,"Apartment",1,2.91573991447191
3237.12970020286,38.4754856647529,4,63.1381212365569,"Off-campus",1,8.50953443322577
1535.85860466514,32.2911303343677,3,66.4873713922982,"On-campus",0,0.349785872625827
2533.40761837245,26.8994421799282,2,41.3871962129884,"On-campus",0,0.239260025092586
914.4884993673,34.7448688826065,0,82.4523256444203,"On-campus",0,0.111444200956853
3609.92161126536,14.2898057021202,11,62.3905566174114,"Off-campus",0,3.35750466763558
4928.58316473578,30.2865623823184,12,47.1557789489512,"Apartment",1,9.49728349688385
2878.6552259116,20.8167009894926,6,64.6356996817023,"On-campus",1,0.353908851261442
1990.74829297382,30.4699641748057,5,73.0565104476732,"On-campus",1,0.504290445686211
2688.06372583136,24.5134243627194,7,39.2448429254766,"On-campus",1,0.182628418086359
2741.37274808254,30.0636857042516,1,85.3516045504584,"Apartment",0,6.01632381629068
3397.17604718164,35.6841409204751,1,57.6295394223246,"Apartment",0,10.7869015262155
2223.38071304999,25.0583207225352,0,76.8175617097297,"On-campus",1,0.520895941900681
2078.75595724104,33.1404690956167,3,61.0839197863337,"On-campus",0,0.0170996536324262
